"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","phlrr2019",,,,"User:","root"
"Cmdline:","dstat -cdnmgyr --output all-utils.csv",,,,"Date:","23 Apr 2020 20:57:24 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,,"paging",,"system",,"io/total",
22.266,12.294,28.949,36.419,0.0,0.071,558252032.0,0.0,8405234.0,8398712.0,58220425216.0,56528896.0,4.81466687488e+11,1202413568.0,0.0,0.0,10090.0,11443.0,3980.0,0.0
22.330,12.796,37.706,27.097,0.0,0.072,558170112.0,0.0,2686.0,24614.0,58370916352.0,56528896.0,4.79747026944e+11,2771582976.0,0.0,0.0,9822.0,12014.0,4076.0,0.0
21.275,10.888,22.600,45.021,0.0,0.215,557166592.0,16384.0,8414140.0,8532106.0,57950883840.0,56537088.0,4.80307646464e+11,2630987776.0,0.0,0.0,46444.0,11846.0,3915.0,2.0
23.915,11.940,32.270,31.804,0.0,0.072,555962368.0,36864.0,8414738.0,8532772.0,58005676032.0,56545280.0,4.80864362496e+11,2019471360.0,0.0,0.0,11392.0,11959.0,4014.0,5.0
23.897,12.487,38.249,25.296,0.0,0.072,557273088.0,0.0,10724.0,154582.0,58024349696.0,56545280.0,4.81416122368e+11,1449037824.0,0.0,0.0,10629.0,11853.0,3969.0,0.0
22.353,12.661,24.535,40.343,0.0,0.107,529178624.0,0.0,8415298.0,8521406.0,58134675456.0,56545280.0,4.81538809856e+11,1216024576.0,0.0,0.0,10150.0,10471.0,3311.0,0.0
27.064,12.670,18.521,41.709,0.0,0.036,516759552.0,0.0,8404614.0,8397682.0,57929273344.0,56545280.0,4.80453402624e+11,2506833920.0,0.0,0.0,17517.0,10466.0,3380.0,0.0
22.126,12.536,23.779,41.523,0.0,0.036,557821952.0,0.0,8406294.0,8402308.0,58107174912.0,56545280.0,4.81006481408e+11,1775853568.0,0.0,0.0,10078.0,10679.0,3667.0,0.0
18.938,9.075,35.796,36.047,0.0,0.143,557776896.0,90112.0,8405206.0,8400496.0,58111008768.0,56561664.0,4.81437458432e+11,1341026304.0,0.0,0.0,9691.0,10992.0,4056.0,6.0
21.260,11.203,26.736,40.730,0.0,0.072,559095808.0,0.0,1052.0,22536.0,58181840896.0,56561664.0,4.81489977344e+11,1217675264.0,0.0,0.0,9246.0,11290.0,3952.0,0.0
23.868,12.725,35.730,27.606,0.0,0.072,558325760.0,0.0,780.0,22380.0,58364882944.0,56561664.0,4.79924678656e+11,2599931904.0,0.0,0.0,10445.0,11839.0,4261.0,0.0
21.999,12.182,20.924,44.858,0.0,0.036,549752832.0,0.0,8403954.0,8398376.0,58218979328.0,56561664.0,4.80481419264e+11,2189094912.0,0.0,0.0,8433.0,9541.0,3251.0,0.0
25.152,12.254,32.426,30.097,0.0,0.072,555728896.0,0.0,8407188.0,8393506.0,58088902656.0,56561664.0,4.81034866688e+11,1765724160.0,0.0,0.0,10900.0,11618.0,3996.0,0.0
22.274,13.020,23.242,41.392,0.0,0.072,559435776.0,49152.0,990.0,22424.0,58158723072.0,56569856.0,4.81489707008e+11,1241055232.0,0.0,0.0,10182.0,11181.0,3799.0,10.0
21.446,12.496,24.776,41.174,0.0,0.107,558604288.0,36864.0,8406384.0,8392526.0,58322329600.0,56578048.0,4.81278513152e+11,1288634368.0,0.0,0.0,12410.0,11540.0,4224.0,3.0
24.132,13.104,20.158,42.535,0.0,0.072,559235072.0,0.0,8406318.0,8393762.0,58003234816.0,56578048.0,4.79895257088e+11,2990985216.0,0.0,0.0,9928.0,11093.0,3758.0,0.0
21.234,11.944,28.407,38.343,0.0,0.072,559386624.0,0.0,1170.0,22424.0,58246533120.0,56578048.0,4.8044951552e+11,2193428480.0,0.0,0.0,9232.0,10968.0,4042.0,0.0
21.569,11.860,34.575,31.852,0.0,0.143,559587328.0,86016.0,8403606.0,8391216.0,58208202752.0,56586240.0,4.8101056512e+11,1670701056.0,0.0,0.0,9666.0,10910.0,3791.0,7.0
22.278,11.247,29.285,37.082,0.0,0.108,558985216.0,16384.0,8403522.0,8392016.0,57997459456.0,56594432.0,4.81568677888e+11,1323323392.0,0.0,0.0,10007.0,11540.0,4014.0,2.0
23.987,11.474,24.489,40.014,0.0,0.036,559521792.0,0.0,8404998.0,8391956.0,57766772736.0,56594432.0,4.80459337728e+11,2663350272.0,0.0,0.0,9773.0,11197.0,3742.0,0.0
19.671,11.195,22.067,46.924,0.0,0.143,560115712.0,0.0,8405416.0,8398292.0,58051715072.0,56594432.0,4.81020370944e+11,1817374720.0,0.0,0.0,8841.0,10084.0,3605.0,0.0
20.043,9.896,36.536,33.417,0.0,0.108,558899200.0,0.0,1521.0,22764.0,58221961216.0,56594432.0,4.8147673088e+11,1190768640.0,0.0,0.0,10044.0,11738.0,4284.0,0.0
21.413,9.039,27.547,41.858,0.0,0.143,559046656.0,0.0,8404434.0,8422208.0,57894137856.0,56594432.0,4.817634304e+11,1231892480.0,0.0,0.0,9644.0,11126.0,3965.0,0.0
19.699,10.693,33.333,36.204,0.0,0.072,559476736.0,180224.0,840.0,22340.0,58162540544.0,56610816.0,4.81238409216e+11,1488494592.0,0.0,0.0,9089.0,11111.0,3979.0,6.0
21.873,10.686,21.766,45.533,0.0,0.143,559063040.0,77824.0,8403744.0,8395760.0,58088296448.0,56610816.0,4.80822644736e+11,1978503168.0,0.0,0.0,9247.0,10730.0,3679.0,19.0
18.182,8.983,29.536,43.299,0.0,0.0,559046656.0,0.0,8404152.0,8400794.0,58372829184.0,56610816.0,4.81326743552e+11,1189871616.0,0.0,0.0,9028.0,10692.0,3829.0,0.0
26.059,12.276,33.561,27.961,0.0,0.144,559173632.0,0.0,8404594.0,8400008.0,58909458432.0,56610816.0,4.80525217792e+11,1454768128.0,0.0,0.0,11004.0,12759.0,4285.0,0.0
19.835,11.851,23.201,45.041,0.0,0.072,560205824.0,0.0,1022.0,22532.0,58561695744.0,56610816.0,4.8098686976e+11,1340878848.0,0.0,0.0,8416.0,9755.0,3493.0,0.0
26.271,12.384,31.890,29.420,0.0,0.036,518516736.0,49152.0,8406060.0,8400572.0,58410065920.0,56627200.0,4.81271640064e+11,1207721984.0,0.0,0.0,9903.0,11246.0,3788.0,6.0
26.048,12.110,27.195,34.540,0.0,0.107,514949120.0,0.0,8406534.0,8400506.0,58316271616.0,56627200.0,4.79998431232e+11,2574725120.0,0.0,0.0,14630.0,10991.0,3611.0,0.0
19.513,11.994,21.303,47.046,0.0,0.143,558301184.0,0.0,900.0,22340.0,58506612736.0,56627200.0,4.80553734144e+11,1829081088.0,0.0,0.0,8509.0,9597.0,3515.0,0.0
24.076,12.235,25.224,38.141,0.0,0.323,557961216.0,0.0,8406324.0,8399976.0,58456612864.0,56627200.0,4.81113911296e+11,1318903808.0,0.0,0.0,41315.0,11365.0,3960.0,0.0
22.294,10.573,27.097,39.785,0.0,0.251,558145536.0,0.0,8406310.0,8399376.0,58428239872.0,56627200.0,4.8126283776e+11,1198350336.0,0.0,0.0,9446.0,10896.0,3816.0,0.0
25.715,13.484,25.966,34.585,0.0,0.250,557887488.0,16384.0,920.0,22316.0,58604081152.0,56635392.0,4.81074110464e+11,1211228160.0,0.0,0.0,9979.0,11987.0,4099.0,2.0
21.056,12.420,23.376,42.898,0.0,0.250,558194688.0,12288.0,8405820.0,8400812.0,58467196928.0,56643584.0,4.8119302144e+11,1229193216.0,0.0,0.0,11896.0,10866.0,3833.0,2.0
23.639,12.787,27.042,36.390,0.0,0.143,557727744.0,0.0,8405664.0,8400636.0,58613936128.0,56643584.0,4.81072226304e+11,1203249152.0,0.0,0.0,11102.0,11318.0,3890.0,0.0
25.108,11.835,24.856,38.058,0.0,0.144,557776896.0,0.0,8405810.0,8397384.0,58527887360.0,56643584.0,4.81140109312e+11,1221414912.0,0.0,0.0,11264.0,11758.0,4084.0,0.0
26.369,12.057,21.825,39.571,0.0,0.179,558678016.0,0.0,8406742.0,8397462.0,58458071040.0,56643584.0,4.79866015744e+11,2565324800.0,0.0,0.0,12530.0,11256.0,3767.0,0.0
18.211,12.057,26.190,43.470,0.0,0.072,557735936.0,36864.0,932.0,22464.0,58484256768.0,56651776.0,4.8042760192e+11,1977544704.0,0.0,0.0,7639.0,8835.0,3207.0,4.0
26.318,12.764,41.018,19.792,0.0,0.108,555073536.0,36864.0,990.0,22392.0,58774978560.0,56659968.0,4.80926253056e+11,1188163584.0,0.0,0.0,11291.0,12091.0,4243.0,3.0
20.680,11.449,26.440,41.324,0.0,0.107,534532096.0,0.0,8402226.0,8398796.0,58476777472.0,56659968.0,4.81201958912e+11,1210658816.0,0.0,0.0,9003.0,9912.0,3389.0,0.0
23.572,12.433,29.932,33.956,0.0,0.108,557776896.0,0.0,8406456.0,8398524.0,58443079680.0,56659968.0,4.8123287552e+11,1213440000.0,0.0,0.0,9932.0,11324.0,3903.0,0.0
20.818,11.378,29.935,37.796,0.0,0.072,559898624.0,0.0,8405406.0,8399434.0,58496868352.0,56659968.0,4.81162440704e+11,1230086144.0,0.0,0.0,9403.0,10836.0,3754.0,0.0
16.386,9.946,34.454,39.141,0.0,0.072,558403584.0,49152.0,8405202.0,8401288.0,58579255296.0,56668160.0,4.79959273472e+11,2350858240.0,0.0,0.0,9146.0,10362.0,3805.0,4.0
20.809,10.136,35.745,33.166,0.0,0.143,559034368.0,24576.0,870.0,22376.0,58652401664.0,56676352.0,4.80517951488e+11,1719025664.0,0.0,0.0,9671.0,11692.0,4233.0,2.0
23.811,11.941,27.601,36.539,0.0,0.107,556994560.0,0.0,8405592.0,8400422.0,58531995648.0,56676352.0,4.81073897472e+11,1283485696.0,0.0,0.0,9926.0,11526.0,4016.0,0.0
22.509,11.720,27.168,38.459,0.0,0.143,559427584.0,0.0,840.0,22316.0,58464686080.0,56676352.0,4.81149894656e+11,1274798080.0,0.0,0.0,9134.0,11033.0,3972.0,0.0
20.201,11.482,36.347,31.898,0.0,0.072,556744704.0,0.0,8406258.0,8398436.0,58369929216.0,56676352.0,4.81330618368e+11,1188831232.0,0.0,0.0,8864.0,10666.0,3885.0,0.0
19.355,11.505,33.369,35.699,0.0,0.072,559943680.0,49152.0,780.0,22324.0,58407108608.0,56684544.0,4.79965364224e+11,2516897792.0,0.0,0.0,8985.0,10544.0,3859.0,10.0
22.970,12.236,23.721,40.930,0.0,0.143,559181824.0,36864.0,16810044.0,16774570.0,58409385984.0,56684544.0,4.80524115968e+11,1955868672.0,0.0,0.0,55957.0,11636.0,4019.0,2.0
20.774,10.638,22.887,45.630,0.0,0.072,560078848.0,32768.0,942.0,22324.0,58285084672.0,56692736.0,4.81087791104e+11,1516486656.0,0.0,0.0,10488.0,10552.0,3728.0,2.0
18.175,10.769,26.118,44.758,0.0,0.179,559579136.0,0.0,8405131.0,8398846.0,58503000064.0,56692736.0,4.81117536256e+11,1268826112.0,0.0,0.0,9945.0,10858.0,3924.0,0.0
22.517,12.621,27.752,36.967,0.0,0.143,559341568.0,0.0,8405832.0,8401084.0,58572640256.0,56692736.0,4.79543586816e+11,2773135360.0,0.0,0.0,21967.0,11982.0,4226.0,0.0
21.697,11.314,20.265,46.581,0.0,0.143,560029696.0,16384.0,840.0,22324.0,58468659200.0,56700928.0,4.80105156608e+11,2315538432.0,0.0,0.0,9290.0,10683.0,3767.0,2.0
23.664,11.904,21.764,42.488,0.0,0.179,559652864.0,0.0,8395600.0,8397520.0,58363686912.0,56700928.0,4.80663523328e+11,1862144000.0,0.0,0.0,9676.0,11289.0,3937.0,0.0
20.960,11.716,15.013,52.239,0.0,0.072,560758784.0,12288.0,900.0,22324.0,58500263936.0,56709120.0,4.81173082112e+11,1216000000.0,0.0,0.0,8520.0,10010.0,3541.0,2.0
24.616,13.541,48.267,13.505,0.0,0.071,395579392.0,0.0,780.0,22340.0,58742554624.0,56709120.0,4.79621349376e+11,2525442048.0,0.0,0.0,12825.0,9522.0,3046.0,0.0
19.914,11.426,24.499,43.911,0.0,0.251,499191808.0,0.0,8397552.0,8401480.0,58474401792.0,56709120.0,4.80124719104e+11,2290225152.0,0.0,0.0,8121.0,9018.0,2986.0,0.0
23.323,12.307,26.767,37.388,0.0,0.215,522018816.0,126976.0,8396040.0,8399448.0,58402312192.0,56717312.0,4.8064536576e+11,1841659904.0,0.0,0.0,9505.0,10505.0,3599.0,4.0
23.437,12.469,19.650,44.302,0.0,0.143,557830144.0,32768.0,8396442.0,8400234.0,58543833088.0,56717312.0,4.8115249152e+11,1193013248.0,0.0,0.0,9841.0,10858.0,3772.0,7.0
21.119,11.796,24.704,42.237,0.0,0.143,558043136.0,0.0,8397552.0,8401716.0,58446401536.0,56717312.0,4.81211318272e+11,1231618048.0,0.0,0.0,9048.0,10145.0,3495.0,0.0
22.791,13.882,32.487,30.698,0.0,0.143,557445120.0,12288.0,840.0,22356.0,58607505408.0,56725504.0,4.8034480128e+11,1937022976.0,0.0,0.0,18750.0,12067.0,4151.0,2.0
24.767,13.281,27.100,34.853,0.0,0.0,555241472.0,0.0,1050.0,22424.0,58773581824.0,56725504.0,4.80138268672e+11,1977479168.0,0.0,0.0,14761.0,11934.0,4302.0,0.0
22.353,11.767,27.682,38.162,0.0,0.036,456450048.0,36864.0,8397158.0,8402104.0,58367094784.0,56733696.0,4.80597532672e+11,1924694016.0,0.0,0.0,8171.0,8734.0,2798.0,4.0
22.533,11.733,21.421,44.277,0.0,0.036,557993984.0,0.0,8397438.0,8401116.0,58435272704.0,56733696.0,4.8115634176e+11,1297707008.0,0.0,0.0,9079.0,10412.0,3613.0,0.0
27.380,12.563,37.759,22.190,0.0,0.107,539938816.0,0.0,900.0,22348.0,58674843648.0,56733696.0,4.79887712256e+11,2326765568.0,0.0,0.0,9834.0,12020.0,4077.0,0.0
19.957,12.110,14.798,53.099,0.0,0.036,559009792.0,0.0,8396964.0,8400726.0,58474921984.0,56733696.0,4.79797010432e+11,2617389056.0,0.0,0.0,9975.0,9682.0,3427.0,0.0
23.673,11.944,27.044,37.267,0.0,0.072,558649344.0,12288.0,8395962.0,8398212.0,58543206400.0,56741888.0,4.80355504128e+11,1990602752.0,0.0,0.0,10435.0,11523.0,4050.0,2.0
25.305,12.832,24.552,37.312,0.0,0.0,559550464.0,16384.0,8397018.0,8401270.0,58699034624.0,56750080.0,4.80914464768e+11,1275805696.0,0.0,0.0,10283.0,11824.0,4093.0,2.0
20.738,12.249,24.928,41.977,0.0,0.107,560525312.0,0.0,990.0,22432.0,58582233088.0,56750080.0,4.81089384448e+11,1217687552.0,0.0,0.0,8431.0,10190.0,3619.0,0.0
25.592,12.599,24.013,37.688,0.0,0.108,550367232.0,0.0,8395968.0,8400016.0,58509991936.0,56750080.0,4.81168044032e+11,1211269120.0,0.0,0.0,9640.0,11130.0,3709.0,0.0
23.439,12.527,27.997,35.966,0.0,0.072,558149632.0,0.0,8404199.0,8397884.0,58514468864.0,56750080.0,4.79848607744e+11,2526228480.0,0.0,0.0,10066.0,11126.0,3816.0,0.0
20.043,11.453,27.344,40.945,0.0,0.215,559292416.0,0.0,8403426.0,8400002.0,58527846400.0,56750080.0,4.80408190976e+11,1953267712.0,0.0,0.0,9756.0,10934.0,3956.0,0.0
20.688,10.326,35.174,33.668,0.0,0.143,558727168.0,49152.0,900.0,22372.0,58568982528.0,56766464.0,4.80964304896e+11,1356001280.0,0.0,0.0,8962.0,11476.0,4241.0,6.0
21.372,11.602,19.792,47.162,0.0,0.072,559263744.0,0.0,8401794.0,8400480.0,58511761408.0,56766464.0,4.81157656576e+11,1219870720.0,0.0,0.0,9152.0,10593.0,3641.0,0.0
21.505,11.004,25.591,41.792,0.0,0.108,558383104.0,0.0,8405136.0,8399736.0,58592612352.0,56766464.0,4.8107978752e+11,1216888832.0,0.0,0.0,9692.0,11154.0,3855.0,0.0
21.190,10.255,38.150,30.369,0.0,0.036,558751744.0,0.0,780.0,22356.0,58669101056.0,56766464.0,4.79531515904e+11,2688671744.0,0.0,0.0,9316.0,11345.0,4093.0,0.0
22.409,12.262,21.298,43.851,0.0,0.179,553771008.0,16384.0,8406664.0,8400630.0,58383593472.0,56766464.0,4.80085590016e+11,2420105216.0,0.0,0.0,23147.0,10912.0,3669.0,1.0
22.294,11.505,17.312,48.710,0.0,0.179,559288320.0,49152.0,8404548.0,8401254.0,58652999680.0,56774656.0,4.8064923648e+11,1587044352.0,0.0,0.0,9686.0,11192.0,3837.0,4.0
20.702,10.602,22.887,45.666,0.0,0.143,560115712.0,49152.0,8404038.0,8400324.0,58623045632.0,56782848.0,4.81058545664e+11,1207681024.0,0.0,0.0,8929.0,10159.0,3606.0,2.0
21.085,9.806,35.704,33.226,0.0,0.180,559169536.0,0.0,8404996.0,8395404.0,58507628544.0,56782848.0,4.80388861952e+11,1992781824.0,0.0,0.0,9924.0,11759.0,4129.0,0.0
25.126,12.276,32.735,29.756,0.0,0.108,559915008.0,0.0,1129.0,22440.0,58600632320.0,56782848.0,4.80319934464e+11,1968705536.0,0.0,0.0,10087.0,11490.0,3943.0,0.0
18.110,10.773,33.429,37.581,0.0,0.107,560164864.0,0.0,8405604.0,8400026.0,58530463744.0,56782848.0,4.80881508352e+11,1477300224.0,0.0,0.0,8633.0,10406.0,3858.0,0.0
26.039,13.216,30.838,29.799,0.0,0.107,559341568.0,49152.0,8406396.0,8420598.0,58540511232.0,56791040.0,4.8107614208e+11,1272610816.0,0.0,0.0,11609.0,11945.0,4029.0,10.0
21.943,12.406,36.178,29.437,0.0,0.036,560361472.0,28672.0,780.0,22364.0,58677137408.0,56791040.0,4.79891443712e+11,2320683008.0,0.0,0.0,8927.0,10411.0,3658.0,1.0
23.664,12.298,25.063,38.831,0.0,0.143,559140864.0,28672.0,8405880.0,8400604.0,58500046848.0,56799232.0,4.79654141952e+11,2735067136.0,0.0,0.0,12356.0,12166.0,4136.0,3.0
20.644,11.199,19.785,48.193,0.0,0.179,559878144.0,0.0,8402292.0,8400832.0,58597109760.0,56799232.0,4.80212475904e+11,2079670272.0,0.0,0.0,9258.0,10414.0,3666.0,0.0
21.734,11.635,23.697,42.719,0.0,0.214,559370240.0,0.0,1112.0,22528.0,58620473344.0,56799232.0,4.80769708032e+11,1499074560.0,0.0,0.0,9144.0,10825.0,3831.0,0.0
21.728,11.653,32.341,34.134,0.0,0.143,559767552.0,16384.0,8403822.0,8399638.0,58538364928.0,56807424.0,4.8104378368e+11,1307099136.0,0.0,0.0,9800.0,11101.0,3897.0,2.0
24.283,12.984,29.161,33.429,0.0,0.143,559616000.0,0.0,8404602.0,8399916.0,58704187392.0,56807424.0,4.79866261504e+11,2318798848.0,0.0,0.0,10951.0,11880.0,4134.0,0.0
22.306,11.171,24.282,42.170,0.0,0.072,559734784.0,0.0,8405556.0,8400826.0,58657177600.0,56807424.0,4.80424624128e+11,1807446016.0,0.0,0.0,9581.0,10986.0,3869.0,0.0
20.796,12.011,26.354,40.767,0.0,0.072,559329280.0,12288.0,8405500.0,8399380.0,58559823872.0,56815616.0,4.80983453696e+11,1345961984.0,0.0,0.0,11430.0,11471.0,4138.0,2.0
21.745,9.549,38.841,29.685,0.0,0.179,555945984.0,0.0,8406276.0,8401246.0,58519932928.0,56815616.0,4.81124814848e+11,1244491776.0,0.0,0.0,10605.0,11738.0,4237.0,0.0
17.288,9.039,35.366,38.092,0.0,0.215,554704896.0,131072.0,1192.0,22552.0,58684035072.0,56823808.0,4.80993062912e+11,1212133376.0,0.0,0.0,11016.0,10578.0,3930.0,4.0
24.464,11.929,28.857,34.393,0.0,0.357,557715456.0,45056.0,840.0,22420.0,58870693888.0,56823808.0,4.80782925824e+11,1235611648.0,0.0,0.0,10154.0,12259.0,4294.0,11.0
17.895,10.845,19.721,51.324,0.0,0.215,556339200.0,0.0,8406390.0,8397682.0,58484432896.0,56823808.0,4.8118298624e+11,1221812224.0,0.0,0.0,8708.0,9571.0,3408.0,0.0
22.397,11.234,26.297,39.893,0.0,0.179,556994560.0,0.0,8405058.0,8397868.0,58438524928.0,56823808.0,4.80385994752e+11,2064711680.0,0.0,0.0,9847.0,11532.0,4000.0,0.0
40.659,21.654,17.824,19.721,0.0,0.143,557625344.0,12288.0,8407346.0,8399676.0,58701246464.0,56832000.0,4.79060914176e+11,3127062528.0,0.0,0.0,46752.0,16081.0,4133.0,2.0
25.510,13.417,29.624,31.055,0.0,0.394,559366144.0,36864.0,900.0,22444.0,59087962112.0,56840192.0,4.79620182016e+11,2181070848.0,0.0,0.0,14682.0,12233.0,4191.0,4.0
31.957,13.932,33.932,20.108,0.0,0.072,554921984.0,0.0,1408.0,23004.0,59204882432.0,56840192.0,4.8017068032e+11,1513652224.0,0.0,0.0,17379.0,13567.0,4304.0,0.0
23.003,12.397,46.256,18.237,0.0,0.107,493613056.0,0.0,1526.0,22900.0,58954911744.0,56840192.0,4.80511234048e+11,1423069184.0,0.0,0.0,9631.0,11323.0,3859.0,0.0
22.031,12.518,46.924,18.383,0.0,0.143,548474880.0,0.0,992.0,22412.0,59149856768.0,56840192.0,4.80094560256e+11,1644797952.0,0.0,0.0,11972.0,11762.0,4266.0,0.0
24.723,13.453,37.281,24.329,0.0,0.215,558759936.0,0.0,1378.0,23048.0,59284586496.0,56840192.0,4.79437463552e+11,2167164928.0,0.0,0.0,24931.0,12445.0,4342.0,0.0
26.827,12.715,56.805,3.546,0.0,0.107,251351040.0,28672.0,840.0,22428.0,59257761792.0,56856576.0,4.79688155136e+11,1943281664.0,0.0,0.0,23220.0,7281.0,1957.0,4.0
25.772,13.783,46.554,13.819,0.0,0.072,436256768.0,0.0,1686.0,28022.0,59068977152.0,56856576.0,4.80123457536e+11,1696763904.0,0.0,0.0,10381.0,10877.0,3414.0,0.0
27.726,13.845,48.852,9.469,0.0,0.108,236089344.0,0.0,2788.0,40404.0,58958012416.0,56856576.0,4.80356737024e+11,1574449152.0,0.0,0.0,8940.0,7713.0,1850.0,0.0
26.308,14.158,48.459,11.004,0.0,0.072,291753984.0,0.0,2458.0,31110.0,59113754624.0,56856576.0,4.8054880256e+11,1226641408.0,0.0,0.0,43002.0,8838.0,2286.0,0.0
26.288,14.056,42.668,16.953,0.0,0.036,441520128.0,0.0,1352.0,22948.0,59160891392.0,56856576.0,4.80464830464e+11,1263476736.0,0.0,0.0,42808.0,10456.0,3444.0,0.0
20.164,12.013,67.787,0.0,0.0,0.036,0.0,32768.0,1938.0,23160.0,59158581248.0,56864768.0,4.8046880768e+11,1261801472.0,0.0,0.0,2958.0,2526.0,0.0,5.0
23.971,14.526,55.313,6.118,0.0,0.072,155361280.0,20480.0,1468.0,22980.0,59100225536.0,56872960.0,4.80105930752e+11,1683025920.0,0.0,0.0,14874.0,6252.0,1227.0,3.0
23.890,12.822,53.689,9.599,0.0,0.0,335577088.0,0.0,780.0,22420.0,59144306688.0,56872960.0,4.79351386112e+11,2393489408.0,0.0,0.0,12000.0,8245.0,2622.0,0.0
25.099,13.804,46.791,14.234,0.0,0.072,470355968.0,0.0,2029.0,23032.0,59170033664.0,56872960.0,4.79821590528e+11,1897558016.0,0.0,0.0,10797.0,11092.0,3669.0,0.0
30.355,14.245,46.717,8.647,0.0,0.036,364384256.0,0.0,1348.0,22980.0,59246190592.0,56872960.0,4.80186912768e+11,1456078848.0,0.0,0.0,44007.0,10034.0,2846.0,0.0
27.188,14.670,37.769,20.337,0.0,0.036,472231936.0,49152.0,1498.0,23040.0,59520417792.0,56881152.0,4.80134311936e+11,1234444288.0,0.0,0.0,10666.0,11644.0,3700.0,4.0
33.895,13.773,33.178,19.082,0.0,0.072,527253504.0,0.0,1408.0,22988.0,59090341888.0,56881152.0,4.80554483712e+11,1244348416.0,0.0,0.0,17569.0,12414.0,4125.0,0.0
23.924,13.594,45.803,16.643,0.0,0.036,332771328.0,12288.0,1468.0,22980.0,59174055936.0,56889344.0,4.79510339584e+11,2204770304.0,0.0,0.0,13768.0,8286.0,2429.0,2.0
31.781,14.045,27.481,26.550,0.0,0.143,551940096.0,0.0,1840.0,23048.0,59209531392.0,56889344.0,4.80060157952e+11,1619476480.0,0.0,0.0,11038.0,12991.0,4324.0,0.0
23.794,13.362,53.519,9.218,0.0,0.107,254726144.0,0.0,882.0,22412.0,59363987456.0,56889344.0,4.80313946112e+11,1211232256.0,0.0,0.0,7720.0,7047.0,1988.0,0.0
29.041,15.665,38.054,17.132,0.0,0.107,446697472.0,49152.0,1498.0,23040.0,59570348032.0,56897536.0,4.79194226688e+11,2124582912.0,0.0,0.0,83191.0,11499.0,3493.0,10.0
24.427,14.148,55.587,5.802,0.0,0.036,194797568.0,24576.0,1858.0,23482.0,59072495616.0,56897536.0,4.79385346048e+11,2431315968.0,0.0,0.0,58238.0,6787.0,1523.0,1.0
5.599,10.122,48.959,35.248,0.0,0.072,500039680.0,25649152.0,16811938.0,16763292.0,59124011008.0,56897536.0,4.79906594816e+11,1858551808.0,0.0,0.0,10749.0,8350.0,2575.0,26.0
17.461,7.852,37.110,37.504,0.0,0.072,557932544.0,28672.0,1170.0,22504.0,58981203968.0,56905728.0,4.804598784e+11,1448067072.0,0.0,0.0,9123.0,12025.0,3849.0,3.0
21.019,10.976,25.646,42.288,0.0,0.072,558190592.0,0.0,8405856.0,8400808.0,58990645248.0,56905728.0,4.80662695936e+11,1235808256.0,0.0,0.0,9718.0,11693.0,3844.0,0.0
19.196,8.683,30.391,41.658,0.0,0.072,559108096.0,32768.0,8406332.0,8406306.0,59011555328.0,56913920.0,4.79791689728e+11,2085896192.0,0.0,0.0,9742.0,11705.0,4125.0,3.0
16.589,7.864,31.346,44.165,0.0,0.036,558510080.0,0.0,2438.0,44986.0,59202715648.0,56913920.0,4.80349728768e+11,1336696832.0,0.0,0.0,8632.0,10987.0,4121.0,0.0
27.256,13.269,23.157,36.246,0.0,0.072,559046656.0,0.0,8407188.0,8409336.0,59217080320.0,56913920.0,4.80439967744e+11,1232093184.0,0.0,0.0,11296.0,12733.0,4320.0,0.0
25.216,12.716,22.989,38.973,0.0,0.108,559075328.0,0.0,2430.0,24460.0,59086237696.0,56913920.0,4.80583929856e+11,1218973696.0,0.0,0.0,12337.0,12432.0,4296.0,0.0
26.992,13.927,34.314,24.659,0.0,0.108,496652288.0,40960.0,8412684.0,8479882.0,59229081600.0,56922112.0,4.80423133184e+11,1236918272.0,0.0,0.0,13311.0,11768.0,3686.0,2.0
24.427,13.789,21.991,39.577,0.0,0.215,558706688.0,155648.0,8415212.0,8517578.0,59152240640.0,56930304.0,4.80537321472e+11,1199562752.0,0.0,0.0,9522.0,11136.0,3542.0,6.0
22.928,11.625,23.071,42.268,0.0,0.108,557916160.0,40960.0,8405970.0,8399524.0,59332677632.0,56930304.0,4.79081742336e+11,2474704896.0,0.0,0.0,10332.0,11021.0,3760.0,10.0
27.087,12.719,29.058,30.992,0.0,0.143,488902656.0,0.0,1478.0,22900.0,59121229824.0,56930304.0,4.7956371456e+11,2204180480.0,0.0,0.0,11354.0,11052.0,3572.0,0.0
23.827,11.967,22.465,41.634,0.0,0.107,558886912.0,0.0,16811122.0,16773062.0,59341987840.0,56930304.0,4.80125968384e+11,1421168640.0,0.0,0.0,9862.0,10780.0,3765.0,0.0
24.552,13.190,20.968,41.147,0.0,0.143,558501888.0,0.0,780.0,22460.0,59388239872.0,56930304.0,4.80310534144e+11,1190350848.0,0.0,0.0,9323.0,11212.0,3883.0,0.0
21.605,12.146,31.888,34.253,0.0,0.107,558649344.0,49152.0,8406014.0,8400626.0,59265523712.0,56946688.0,4.80407334912e+11,1216249856.0,0.0,0.0,9568.0,10738.0,3805.0,6.0
